RMS_CDW_ID,General_Offense_Number,Offense_Code,Offense_Code_Extension,Offense_Type,Summary_Offense_Code,Summarized_Offense_Description,Date_Reported,Occurred_Date_or_Date_Range_Start,Occurred_Date_Range_End,Hundred_Block_Location,District_Sector,Zone_Beat,Census_Tract_2000,Longitude,Latitude,Location,Month,Year
329716,201517547,2399,3,THEFT-OTH,2300,OTHER PROPERTY,01/16/2015 02:30:00 PM,01/15/2015 07:19:00 AM,,19XX BLOCK OF N 46 ST,B,B3,5100.1022,-122.334455598,47.66212706,"(47.66212706, -122.334455598)",1,2015
420661,2015142040,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,05/01/2015 09:58:00 AM,04/30/2015 04:00:00 PM,04/30/2015 10:30:00 PM,21XX BLOCK OF 6 AV,D,D2,7200.1057,-122.340264678,47.615544929,"(47.615544929, -122.340264678)",5,2015
472978,2015196413,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/12/2015 07:41:00 AM,06/11/2015 06:45:00 PM,06/11/2015 09:00:00 PM,3XX BLOCK OF 9 AV,G,G1,8500.3001,-122.323443935,47.604128076,"(47.604128076, -122.323443935)",6,2015
473146,20151965453,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/12/2015 01:24:00 PM,06/11/2015 08:33:00 PM,06/11/2015 08:52:00 PM,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.292840975,47.723795094,"(47.723795094, -122.292840975)",6,2015
478620,2015208129,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,06/20/2015 03:22:00 PM,06/20/2015 03:00:00 PM,06/20/2015 03:17:00 PM,27XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.1024,-122.38665976,47.578324396,"(47.578324396, -122.38665976)",6,2015
507641,2015243379,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/16/2015 01:38:00 PM,07/16/2015 01:38:00 PM,,40XX BLOCK OF EVANSTON AV N,B,B2,4900.4017,-122.351115579,47.656039031,"(47.656039031, -122.351115579)",7,2015
528329,2015297988,2399,3,THEFT-OTH,2300,OTHER PROPERTY,08/18/2015 06:48:00 PM,08/18/2015 03:00:00 PM,08/18/2015 03:10:00 PM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615155,47.7086028,"(47.7086028, -122.324615155)",8,2015
529944,2015289817,2399,3,THEFT-OTH,2300,OTHER PROPERTY,08/19/2015 11:16:00 PM,08/19/2015 11:16:00 PM,,1XX BLOCK OF YESLER WY,K,K1,8100.1036,-122.334038713,47.601722113,"(47.601722113, -122.334038713)",8,2015
531224,201529306708,2399,3,THEFT-OTH,2300,OTHER PROPERTY,08/22/2015 02:25:00 PM,08/13/2015 10:00:00 AM,08/15/2015 03:00:00 PM,30XX BLOCK OF 10 AV W,Q,Q2,5900.2018,-122.370405396,47.647659277,"(47.647659277, -122.370405396)",8,2015
602870,20154487735,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2015 09:41:00 AM,12/23/2015 12:00:00 AM,12/28/2015 12:00:00 AM,38XX BLOCK OF NE 68 ST,U,U3,3900.1021,-122.286552429,47.677600861,"(47.677600861, -122.286552429)",12,2015
617484,2015442969,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/23/2015 06:46:00 AM,12/23/2015 06:26:00 AM,,95XX BLOCK OF INTERLAKE AV N,N,N3,1300.3021,-122.340820313,47.698699951,"(47.698699951, -122.340820313)",12,2015
658814,2015908802,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/29/2015 02:35:00 PM,12/26/2015 01:20:00 PM,12/29/2015 02:20:00 PM,96XX BLOCK OF 15 AV NE,L,L2,2000.2008,-122.312141418,47.698978424,"(47.698978424, -122.312141418)",12,2015
658816,2015908741,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 11:17:00 PM,12/15/2015 11:00:00 AM,12/15/2015 06:00:00 PM,36XX BLOCK OF 14 AV W,Q,Q2,5900.1024,-122.374900818,47.653083801,"(47.653083801, -122.374900818)",12,2015
658820,2015908731,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 06:10:00 PM,12/29/2015 08:45:00 AM,12/29/2015 10:00:00 AM,51XX BLOCK OF S SPENCER ST,R,R3,10200.2025,-122.267669678,47.547454834,"(47.547454834, -122.267669678)",12,2015
658825,2015908721,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 10:22:00 AM,12/23/2015 09:30:00 AM,12/23/2015 10:30:00 AM,86XX BLOCK OF 29 AV SW,F,F2,11401.2009,-122.369911194,47.52557373,"(47.52557373, -122.369911194)",12,2015
658828,2015908720,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 10:07:00 AM,12/29/2015 10:30:00 AM,12/29/2015 12:00:00 PM,92XX BLOCK OF 20 AV NE,L,L2,2000.1007,-122.30682373,47.696212769,"(47.696212769, -122.30682373)",12,2015
658830,2015908739,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 11:11:00 PM,12/10/2015 02:00:00 PM,12/10/2015 06:00:00 PM,36XX BLOCK OF 14 AV W,Q,Q2,5900.1024,-122.374900818,47.653083801,"(47.653083801, -122.374900818)",12,2015
658831,2015908738,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 10:57:00 PM,12/07/2015 01:33:00 PM,12/07/2015 06:00:00 PM,36XX BLOCK OF 14 AV W,Q,Q2,5900.1024,-122.374900818,47.653083801,"(47.653083801, -122.374900818)",12,2015
658879,2015449093,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2015 03:29:00 PM,12/29/2015 03:29:00 PM,12/29/2015 03:29:00 PM,FAIRVIEW AV / DENNY WY,D,D2,7300.2005,-122.334259033,47.618515015,"(47.618515015, -122.334259033)",12,2015
658900,2015448735,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2015 09:41:00 AM,12/23/2015 12:00:00 AM,12/28/2015 12:00:00 AM,38XX BLOCK OF NE 68 ST,U,U3,3900.1021,-122.286552429,47.677600861,"(47.677600861, -122.286552429)",12,2015
658945,2015449867,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 10:01:00 AM,12/29/2015 02:15:00 PM,12/29/2015 02:35:00 PM,77XX BLOCK OF 46 AV SW,W,W3,11600.6021,-122.391540527,47.533618927,"(47.533618927, -122.391540527)",12,2015
658948,2015450111,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 01:43:00 PM,12/30/2015 12:59:00 PM,,9XX BLOCK OF N 97 ST,N,N3,1300.3015,-122.345977783,47.699623108,"(47.699623108, -122.345977783)",12,2015
658954,2015449984,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/30/2015 12:32:00 PM,12/23/2015 12:01:00 AM,12/27/2015 11:59:00 PM,42XX BLOCK OF 12 AV NE,U,U2,5301.3006,-122.315498352,47.65908432,"(47.65908432, -122.315498352)",12,2015
658981,2015450056,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 01:14:00 PM,12/30/2015 12:00:00 PM,12/30/2015 01:14:00 PM,41XX BLOCK OF 46 AV SW,W,W2,9702.2014,-122.390808105,47.565689087,"(47.565689087, -122.390808105)",12,2015
658985,2015450541,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 08:14:00 PM,12/30/2015 08:14:00 PM,,6XX BLOCK OF 21 AV,G,G2,8700.1018,-122.305023193,47.607589722,"(47.607589722, -122.305023193)",12,2015
658986,2015450635,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 10:16:00 PM,12/30/2015 09:59:00 PM,,16XX BLOCK OF E OLIVE WY,E,E1,7402.1006,-122.324829102,47.619274139,"(47.619274139, -122.324829102)",12,2015
658987,2015450644,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 10:15:00 PM,12/30/2015 03:45:00 PM,,11XX BLOCK OF 8 AV,E,E3,8200.2000,-122.329452515,47.609016418,"(47.609016418, -122.329452515)",12,2015
658994,2015450157,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 02:21:00 PM,12/29/2015 01:00:00 AM,,85XX BLOCK OF GREENWOOD AV N,J,J1,1701.1003,-122.355308533,47.691505432,"(47.691505432, -122.355308533)",12,2015
658995,2015450076,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 01:03:00 PM,12/30/2015 01:03:00 PM,,52XX BLOCK OF 15 AV NE,U,U1,4400.4000,-122.311897278,47.667484283,"(47.667484283, -122.311897278)",12,2015
658999,2015449935,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 11:13:00 AM,12/30/2015 10:39:00 AM,,23XX BLOCK OF ELLIOTT AV,D,D1,8002.2011,-122.348884583,47.612430573,"(47.612430573, -122.348884583)",12,2015
659003,2015450343,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 04:40:00 PM,12/25/2015 01:00:00 AM,,52XX BLOCK OF 15 AV NE,U,U1,4400.3005,-122.311897278,47.667484283,"(47.667484283, -122.311897278)",12,2015
659008,2015450260,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/30/2015 03:29:00 PM,12/28/2015 01:00:00 PM,,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.320915222,47.622558594,"(47.622558594, -122.320915222)",12,2015
659053,2015908709,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 01:01:00 PM,12/24/2015 11:30:00 PM,12/26/2015 12:50:00 PM,140XX BLOCK OF 36 AV NE,L,L3,100.2004,-122.289680481,47.731010437,"(47.731010437, -122.289680481)",12,2015
659074,2015447641,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 10:25:00 AM,12/23/2015 12:00:00 PM,12/23/2015 02:30:00 PM,5XX BLOCK OF PIKE ST,M,M3,8200.1004,-122.335014343,47.610908508,"(47.610908508, -122.335014343)",12,2015
659076,2015447645,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 09:49:00 AM,12/24/2015 12:00:00 AM,12/28/2015 06:00:00 AM,50XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.4008,-122.313064575,47.665668488,"(47.665668488, -122.313064575)",12,2015
659079,2015447677,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 10:25:00 AM,12/27/2015 01:00:00 AM,12/27/2015 02:00:00 AM,22XX BLOCK OF 1 AV,D,D1,8001.2008,-122.345863342,47.612991333,"(47.612991333, -122.345863342)",12,2015
659081,2015447696,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 10:47:00 AM,12/27/2015 01:30:00 AM,12/27/2015 02:30:00 AM,22XX BLOCK OF 1 AV,D,D1,8001.2008,-122.345863342,47.612991333,"(47.612991333, -122.345863342)",12,2015
659096,2015447738,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 11:40:00 AM,12/23/2015 02:38:00 PM,,50XX BLOCK OF 32 AV S,R,R1,10401.1006,-122.291549683,47.556201935,"(47.556201935, -122.291549683)",12,2015
659110,2015447841,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 01:24:00 PM,12/21/2015 08:18:00 PM,,3XX BLOCK OF S JACKSON ST,K,K2,9300.2004,-122.329978943,47.599197388,"(47.599197388, -122.329978943)",12,2015
659127,2015448047,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 03:57:00 PM,11/04/2015 05:00:00 PM,11/04/2015 07:00:00 PM,39XX BLOCK OF S GRAHAM ST,R,R3,10300.3014,-122.282096863,47.546005249,"(47.546005249, -122.282096863)",12,2015
659128,2015448050,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 05:55:00 PM,12/23/2015 01:30:00 AM,12/23/2015 11:00:00 AM,4XX BLOCK OF N 34 ST,B,B2,4900.2021,-122.352905273,47.650112152,"(47.650112152, -122.352905273)",12,2015
659207,2015449440,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2015 09:16:00 PM,12/29/2015 08:54:00 PM,12/29/2015 09:15:00 PM,6 AV / COLUMBIA ST,K,K1,8500.1023,-122.329391479,47.605587006,"(47.605587006, -122.329391479)",12,2015
659227,2015908685,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2015 05:56:00 PM,12/19/2015 05:45:00 PM,12/24/2015 05:45:00 PM,9XX BLOCK OF N 104 ST,N,N3,1300.2010,-122.346031189,47.704330444,"(47.704330444, -122.346031189)",12,2015
659228,2015908684,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2015 03:43:00 PM,12/29/2015 06:00:00 AM,12/29/2015 02:20:00 PM,1XX BLOCK OF NW 81 ST,J,J2,2900.1014,-122.359313965,47.687664032,"(47.687664032, -122.359313965)",12,2015
659247,2015448795,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/29/2015 10:28:00 AM,12/28/2015 12:45:00 PM,12/28/2015 02:30:00 PM,6 AV / OLIVE WY,M,M2,8200.1002,-122.336288452,47.613128662,"(47.613128662, -122.336288452)",12,2015
659259,2015448468,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/29/2015 01:52:00 AM,12/29/2015 12:10:00 AM,,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.320770264,47.613517761,"(47.613517761, -122.320770264)",12,2015
659263,2015449367,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/29/2015 07:26:00 PM,12/28/2015 12:00:00 PM,12/28/2015 08:00:00 PM,85XX BLOCK OF STONE AV N,N,N3,1800.2013,-122.341308594,47.691448212,"(47.691448212, -122.341308594)",12,2015
659264,2015448803,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/29/2015 10:55:00 AM,12/29/2015 08:40:00 AM,,98XX BLOCK OF 4 AV NE,L,L2,1900.1002,-122.324249268,47.700241089,"(47.700241089, -122.324249268)",12,2015
659269,2015448862,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/29/2015 11:27:00 AM,12/29/2015 11:27:00 AM,,7XX BLOCK OF 1 AV,K,K1,8100.1036,-122.334609985,47.602912903,"(47.602912903, -122.334609985)",12,2015
659279,2015446957,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/27/2015 03:02:00 PM,12/27/2015 10:00:00 AM,12/27/2015 11:00:00 AM,3XX BLOCK OF 36 AV E,C,C3,7800.4008,-122.287147522,47.622421265,"(47.622421265, -122.287147522)",12,2015
659287,2015908641,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/26/2015 07:44:00 PM,12/24/2015 11:32:00 AM,12/24/2015 11:45:00 AM,132XX BLOCK OF 8 AV NW,N,N1,500.1015,-122.366340637,47.726039886,"(47.726039886, -122.366340637)",12,2015
659298,2015908649,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/27/2015 11:13:00 AM,12/13/2015 10:00:00 PM,12/14/2015 06:00:00 AM,11XX BLOCK OF 23 AV E,C,C2,6400.1003,-122.302345276,47.62928009,"(47.62928009, -122.302345276)",12,2015
659374,2015446791,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/27/2015 11:33:00 AM,12/27/2015 11:33:00 AM,,122XX BLOCK OF AURORA AV N,N,N2,600.3007,-122.344894409,47.71717453,"(47.71717453, -122.344894409)",12,2015
659386,2015446928,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/27/2015 04:39:00 PM,12/23/2015 09:00:00 AM,12/27/2015 01:30:00 PM,19XX BLOCK OF TAYLOR AV N,Q,Q2,6700.4023,-122.345916748,47.636127472,"(47.636127472, -122.345916748)",12,2015
659433,2015448340,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/28/2015 09:25:00 PM,12/28/2015 09:25:00 PM,,10XX BLOCK OF 6 AV N,Q,Q2,6700.2009,-122.344932556,47.628463745,"(47.628463745, -122.344932556)",12,2015
659461,2015448048,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 03:59:00 PM,07/03/2015 02:57:00 PM,12/24/2015 03:00:00 PM,88XX BLOCK OF STONE AV N,N,N3,1800.2001,-122.341323853,47.693264008,"(47.693264008, -122.341323853)",12,2015
659462,2015447984,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 07:30:00 PM,12/23/2015 11:00:00 AM,12/24/2015 11:00:00 AM,11XX BLOCK OF N 84 ST,J,J3,2700.4003,-122.343170166,47.689826965,"(47.689826965, -122.343170166)",12,2015
659464,2015908712,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/28/2015 10:29:00 AM,12/19/2015 09:00:00 AM,12/22/2015 02:00:00 PM,12XX BLOCK OF N 46 ST,B,B3,5000.1034,-122.342941284,47.662124634,"(47.662124634, -122.342941284)",12,2015
659468,2015908658,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/27/2015 01:45:00 PM,12/26/2015 07:00:00 PM,12/26/2015 08:30:00 PM,5XX BLOCK OF 17 AV,G,G2,8700.1021,-122.310241699,47.606731415,"(47.606731415, -122.310241699)",12,2015
659471,2015908704,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/27/2015 05:43:00 PM,12/20/2015 01:25:00 PM,12/27/2015 01:35:00 PM,7XX BLOCK OF N 36 ST,B,B2,4900.2017,-122.349601746,47.651298523,"(47.651298523, -122.349601746)",12,2015
659472,2015908761,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/27/2015 10:18:00 PM,12/04/2015 05:19:00 PM,12/04/2015 05:30:00 PM,4 AV / UNIVERSITY ST,M,M3,8100.2020,-122.334869385,47.608226776,"(47.608226776, -122.334869385)",12,2015
659473,2015908760,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/27/2015 12:29:00 PM,12/26/2015 01:00:00 PM,12/26/2015 06:40:00 PM,92XX BLOCK OF 14 AV NW,J,J1,1600.3000,-122.374099731,47.696975708,"(47.696975708, -122.374099731)",12,2015
659475,2015908673,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/28/2015 04:48:00 PM,12/27/2015 06:00:00 PM,12/28/2015 11:00:00 AM,36XX BLOCK OF FREMONT AV N,B,B2,4900.3012,-122.34992981,47.652038574,"(47.652038574, -122.34992981)",12,2015
659833,2015446034,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/26/2015 04:00:00 PM,12/26/2015 04:00:00 PM,,105XX BLOCK OF AURORA AV N,N,N3,1300.2001,-122.344703674,47.705799103,"(47.705799103, -122.344703674)",12,2015
659929,2015908624,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/25/2015 01:45:00 AM,12/23/2015 01:35:00 PM,12/23/2015 01:35:00 PM,15 AV NE / NE 42 ST,U,U2,5301.4000,-122.312072754,47.658302307,"(47.658302307, -122.312072754)",12,2015
659932,2015445117,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/25/2015 11:33:00 AM,12/25/2015 11:33:00 AM,,74XX BLOCK OF 39 AV S,S,S1,11001.3011,-122.283592224,47.535041809,"(47.535041809, -122.283592224)",12,2015
659947,2015446323,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/26/2015 11:13:00 PM,12/26/2015 08:00:00 AM,12/26/2015 09:00:00 AM,11 AV / E PINE ST,E,E2,7500.4006,-122.318161011,47.615253448,"(47.615253448, -122.318161011)",12,2015
659975,2015445737,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/26/2015 10:00:00 AM,12/19/2015 06:00:00 PM,12/25/2015 06:00:00 PM,36XX BLOCK OF ASHWORTH AV N,B,B3,5400.3000,-122.34022522,47.651599884,"(47.651599884, -122.34022522)",12,2015
659983,2015908783,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/25/2015 08:32:00 PM,12/24/2015 08:30:00 PM,12/25/2015 08:30:00 AM,37XX BLOCK OF SW CHARLESTOWN ST,W,W2,9800.3014,-122.379219055,47.569854736,"(47.569854736, -122.379219055)",12,2015
660039,2015445118,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/25/2015 10:31:00 AM,12/25/2015 10:31:00 AM,,86XX BLOCK OF 26 AV SW,F,F2,11401.2005,-122.365867615,47.525966644,"(47.525966644, -122.365867615)",12,2015
660060,2015446573,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/25/2015 09:45:00 PM,12/25/2015 09:40:00 PM,,38XX BLOCK OF E MARGINAL WY S,O,O2,9300.3140,-122.339637756,47.567733765,"(47.567733765, -122.339637756)",12,2015
660114,2015445802,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/26/2015 01:40:00 PM,12/26/2015 11:37:00 AM,,115XX BLOCK OF PALATINE AV N,N,N1,402.3012,-122.3568573,47.713256836,"(47.713256836, -122.3568573)",12,2015
660132,2015908632,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/26/2015 11:45:00 AM,12/24/2015 12:00:00 AM,12/24/2015 10:30:00 AM,95XX BLOCK OF FREMONT AV N,J,J1,1701.2000,-122.350006104,47.69827652,"(47.69827652, -122.350006104)",12,2015
660143,2015908622,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/24/2015 04:43:00 PM,12/23/2015 10:41:00 AM,12/23/2015 01:30:00 PM,6XX BLOCK OF NW 76 ST,J,J2,2900.3009,-122.3646698,47.683998108,"(47.683998108, -122.3646698)",12,2015
660147,2015908745,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/23/2015 10:42:00 AM,12/22/2015 05:39:00 PM,12/22/2015 07:30:00 PM,32XX BLOCK OF NW 61 ST,B,B1,3200.6041,-122.399726868,47.672973633,"(47.672973633, -122.399726868)",12,2015
660150,2015908620,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/24/2015 03:25:00 PM,12/24/2015 10:30:00 AM,12/24/2015 03:20:00 PM,75XX BLOCK OF MARY AV NW,J,J2,3000.3006,-122.375442505,47.68415451,"(47.68415451, -122.375442505)",12,2015
660160,2015908604,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/23/2015 01:02:00 PM,12/23/2015 10:10:00 AM,12/23/2015 11:00:00 AM,85XX BLOCK OF 37 AV SW,W,W3,11500.2006,-122.379333496,47.526519775,"(47.526519775, -122.379333496)",12,2015
660211,2015444563,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/24/2015 03:35:00 PM,12/24/2015 03:35:00 PM,,92XX BLOCK OF 6 AV NW,J,J1,1702.4012,-122.363365173,47.696956635,"(47.696956635, -122.363365173)",12,2015
660261,2015443503,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/23/2015 03:08:00 PM,11/30/2015 09:00:00 AM,12/23/2015 03:08:00 PM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336166382,47.616054535,"(47.616054535, -122.336166382)",12,2015
660288,2015443960,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/23/2015 11:14:00 PM,12/23/2015 11:14:00 PM,,10XX BLOCK OF E MERCER ST,C,C1,6500.3009,-122.319366455,47.624267578,"(47.624267578, -122.319366455)",12,2015
660313,2015444427,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/24/2015 01:26:00 PM,12/18/2015 01:26:00 PM,12/18/2015 01:26:00 PM,125XX BLOCK OF LAKE CITY WY NE,L,L3,100.5005,-122.294700623,47.720184326,"(47.720184326, -122.294700623)",12,2015
660324,2015444063,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/24/2015 03:12:00 AM,12/24/2015 03:12:00 AM,12/24/2015 03:12:00 AM,54XX BLOCK OF 57 AV S,R,R3,10200.1018,-122.26197052,47.552185059,"(47.552185059, -122.26197052)",12,2015
660375,2015908596,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 09:23:00 PM,12/22/2015 08:00:00 PM,12/22/2015 08:10:00 PM,15 AV NE / NE 47 ST,U,U2,5301.2011,-122.311965942,47.663082123,"(47.663082123, -122.311965942)",12,2015
660379,2015908590,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 01:59:00 PM,12/21/2015 09:40:00 PM,12/21/2015 09:40:00 PM,15XX BLOCK OF 3 AV,M,M3,8100.2009,-122.338249207,47.610244751,"(47.610244751, -122.338249207)",12,2015
660381,2015908565,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 11:27:00 AM,12/21/2015 09:30:00 AM,12/21/2015 11:00:00 AM,5XX BLOCK OF 2 AV,K,K2,8100.2043,-122.332252502,47.602012634,"(47.602012634, -122.332252502)",12,2015
660385,2015908566,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 11:56:00 AM,12/11/2015 07:25:00 AM,12/11/2015 01:05:00 PM,12XX BLOCK OF 2 AV,M,M1,8100.1005,-122.336761475,47.606941223,"(47.606941223, -122.336761475)",12,2015
660400,2015442002,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 11:13:00 AM,12/22/2015 11:13:00 AM,,77XX BLOCK OF FAUNTLEROY WY SW,W,W3,11600.6021,-122.392669678,47.533622742,"(47.533622742, -122.392669678)",12,2015
660401,2015442012,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 01:00:00 PM,12/17/2015 12:40:00 PM,,33XX BLOCK OF 1 AV S,O,O1,9300.3035,-122.334205627,47.574043274,"(47.574043274, -122.334205627)",12,2015
660431,2015442381,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/22/2015 04:40:00 PM,12/20/2015 09:30:00 PM,,15XX BLOCK OF 7 AV,M,M2,8200.1018,-122.333808899,47.612102509,"(47.612102509, -122.333808899)",12,2015
660435,2015443353,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/23/2015 01:07:00 PM,12/21/2015 04:24:00 PM,,143XX BLOCK OF 20 AV NE,L,L1,200.6004,-122.3073349,47.732978821,"(47.732978821, -122.3073349)",12,2015
660443,2015442553,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/22/2015 10:16:00 PM,12/14/2015 08:00:00 AM,12/14/2015 08:00:00 PM,44XX BLOCK OF WOODLAWN AV N,B,B3,5000.1045,-122.338569641,47.66085434,"(47.66085434, -122.338569641)",12,2015
660457,2015443259,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/23/2015 11:54:00 AM,12/23/2015 11:00:00 AM,12/23/2015 11:30:00 AM,5 AV / OLIVE WY,M,M2,7300.3034,-122.337394714,47.612663269,"(47.612663269, -122.337394714)",12,2015
660540,2015908600,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/23/2015 08:55:00 AM,12/22/2015 07:50:00 PM,12/23/2015 08:00:00 AM,52XX BLOCK OF 19 AV NE,U,U1,4400.3000,-122.307151794,47.66746521,"(47.66746521, -122.307151794)",12,2015
660556,2015908546,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/21/2015 05:26:00 PM,12/18/2015 11:30:00 PM,12/19/2015 10:00:00 AM,92XX BLOCK OF 2 AV NW,J,J1,1702.401,-122.359390259,47.69694519,"(47.69694519, -122.359390259)",12,2015
660559,2015908556,2399,3,THEFT-OTH,2300,OTHER PROPERTY,12/21/2015 10:15:00 PM,12/21/2015 10:30:00 AM,12/21/2015 05:00:00 PM,110XX BLOCK OF 30 AV NE,L,L3,1000.1011,-122.296218872,47.70930481,"(47.70930481, -122.296218872)",12,2015
660597,2015441255,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/21/2015 08:55:00 PM,12/21/2015 04:18:00 PM,,112XX BLOCK OF GREENWOOD AV N,N,N1,1400.1003,-122.355499268,47.711437225,"(47.711437225, -122.355499268)",12,2015
660639,2015441062,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,12/21/2015 02:03:00 PM,12/19/2015 04:00:00 PM,12/19/2015 05:30:00 PM,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369689941,47.661468506,"(47.661468506, -122.369689941)",12,2015
