RMS_CDW_ID,General_Offense_Number,Offense_Code,Offense_Code_Extension,Offense_Type,Summary_Offense_Code,Summarized_Offense_Description,Date_Reported,Occurred_Date_or_Date_Range_Start,Occurred_Date_Range_End,Hundred_Block_Location,District_Sector,Zone_Beat,Census_Tract_2000,Longitude,Latitude,Location,Month,Year
693191,2015237073,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/11/2015 07:33:00 AM,07/11/2015 05:30:00 AM,07/11/2015 07:30:00 AM,105XX BLOCK OF N PARK AV N,N,N3,1300.2004,-122.348724365,47.705787659,"(47.705787659, -122.348724365)",7,2015
693231,2015239043,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/12/2015 09:42:00 PM,07/12/2015 01:00:00 PM,07/12/2015 09:42:00 PM,11XX BLOCK OF N 85 ST,N,N3,1800.2012,-122.342910767,47.690551758,"(47.690551758, -122.342910767)",7,2015
693233,2015238464,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/12/2015 12:50:00 PM,07/12/2015 12:50:00 PM,,38XX BLOCK OF S EDMUNDS ST,R,R3,10300.5003,-122.284454346,47.558654785,"(47.558654785, -122.284454346)",7,2015
693240,2015238878,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/12/2015 07:03:00 PM,07/11/2015 07:00:00 AM,07/12/2015 06:30:00 PM,2XX BLOCK OF E BLAINE ST,D,D3,6600.1026,-122.324653625,47.634864807,"(47.634864807, -122.324653625)",7,2015
693251,2015237693,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/11/2015 07:28:00 PM,07/11/2015 07:28:00 PM,,97XX BLOCK OF ASHWORTH AV N,N,N3,1300.1024,-122.339736938,47.700511932,"(47.700511932, -122.339736938)",7,2015
693299,2015904537,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 04:50:00 PM,07/10/2015 01:30:00 PM,07/10/2015 02:30:00 PM,22XX BLOCK OF NE 54 ST,U,U1,4302.1000,-122.303588867,47.667999268,"(47.667999268, -122.303588867)",7,2015
693322,2015237778,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/11/2015 09:04:00 PM,07/10/2015 08:30:00 PM,07/11/2015 09:04:00 PM,NE 72 ST / WOODLAWN AV NE,J,J3,3600.2012,-122.324684143,47.680511475,"(47.680511475, -122.324684143)",7,2015
693324,2015237225,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/11/2015 01:03:00 PM,07/11/2015 01:03:00 PM,,28XX BLOCK OF NW 61 ST,B,B1,3200.5007,-122.394325256,47.672973633,"(47.672973633, -122.394325256)",7,2015
693329,2015237452,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/11/2015 03:15:00 PM,07/10/2015 02:30:00 PM,07/11/2015 02:30:00 PM,38XX BLOCK OF E TERRACE ST,G,G2,7800.1038,-122.283973694,47.604961395,"(47.604961395, -122.283973694)",7,2015
693348,2015237004,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/11/2015 05:32:00 AM,07/11/2015 05:32:00 AM,,4XX BLOCK OF JEFFERSON ST,K,K3,8100.2046,-122.329093933,47.602752686,"(47.602752686, -122.329093933)",7,2015
693362,2015236847,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/11/2015 01:13:00 AM,07/11/2015 01:13:00 AM,,14XX BLOCK OF N 110 ST,N,N3,600.4016,-122.340042114,47.708675385,"(47.708675385, -122.340042114)",7,2015
693403,2015904533,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 09:55:00 AM,07/07/2015 07:32:00 PM,07/08/2015 08:30:00 AM,36XX BLOCK OF FRANCIS AV N,B,B2,4900.3009,-122.353408813,47.653076172,"(47.653076172, -122.353408813)",7,2015
693451,2015238633,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/12/2015 02:49:00 PM,07/12/2015 12:15:00 AM,07/12/2015 09:00:00 AM,20XX BLOCK OF 3 AV,M,M1,8002.1001,-122.341545105,47.612781525,"(47.612781525, -122.341545105)",7,2015
693463,2015237680,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/11/2015 08:06:00 PM,07/11/2015 12:15:00 PM,,FAIRVIEW AV N / DENNY WY,D,D3,7300.2005,-122.334259033,47.618515015,"(47.618515015, -122.334259033)",7,2015
693528,2015233278,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/08/2015 03:57:00 PM,07/07/2015 07:00:00 AM,07/08/2015 02:30:00 PM,11XX BLOCK OF MADISON ST,E,E3,8300.1006,-122.324584961,47.60956955,"(47.60956955, -122.324584961)",7,2015
693529,2015233792,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/08/2015 11:16:00 PM,07/07/2015 07:30:00 PM,07/08/2015 05:00:00 PM,39XX BLOCK OF 2 AV NE,B,B3,5200.3021,-122.326828003,47.655010223,"(47.655010223, -122.326828003)",7,2015
693532,2015234438,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/09/2015 12:36:00 PM,07/06/2015 06:00:00 PM,07/07/2015 02:00:00 PM,50XX BLOCK OF 25 AV NE,U,U3,4301.1010,-122.300712585,47.665332794,"(47.665332794, -122.300712585)",7,2015
693553,2015234217,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 08:48:00 AM,07/03/2015 08:00:00 AM,07/03/2015 10:00:00 PM,130XX BLOCK OF 25 AV NE,L,L1,200.2002,-122.301887512,47.723846436,"(47.723846436, -122.301887512)",7,2015
693559,2015234422,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 03:34:00 PM,07/06/2015 04:00:00 PM,,S WASHINGTON ST / 2 AV S,K,K2,9200.2002,-122.331573486,47.600879669,"(47.600879669, -122.331573486)",7,2015
693560,2015234565,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 01:51:00 PM,07/05/2015 03:09:00 PM,,3XX BLOCK OF BROAD ST,Q,Q3,7200.1079,-122.349609375,47.619163513,"(47.619163513, -122.349609375)",7,2015
693562,2015234683,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 03:23:00 PM,07/06/2015 10:00:00 AM,07/06/2015 12:00:00 PM,103XX BLOCK OF 38 AV NE,L,L3,2200.1006,-122.288108826,47.703849792,"(47.703849792, -122.288108826)",7,2015
693570,2015235529,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 05:37:00 AM,07/10/2015 05:25:00 AM,07/10/2015 05:36:00 AM,1XX BLOCK OF E BLAINE ST,D,D3,6600.1034,-122.326065063,47.634864807,"(47.634864807, -122.326065063)",7,2015
693588,2015232882,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 02:24:00 PM,07/08/2015 07:45:00 AM,,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.369689941,47.661468506,"(47.661468506, -122.369689941)",7,2015
693591,2015234092,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/09/2015 06:17:00 AM,07/06/2015 11:30:00 AM,07/08/2015 11:30:00 PM,27XX BLOCK OF 59 AV SW,W,W1,9701.1005,-122.40802002,47.579772949,"(47.579772949, -122.40802002)",7,2015
693616,2015233837,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 12:44:00 AM,07/08/2015 08:00:00 PM,07/08/2015 09:00:00 PM,27XX BLOCK OF ALKI AV SW,W,W1,9701.2000,-122.409988403,47.579319,"(47.579319, -122.409988403)",7,2015
693622,2015234576,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 02:22:00 PM,07/09/2015 10:30:00 AM,,130XX BLOCK OF LAKE CITY WY NE,L,L3,100.3002,-122.29283905,47.723796844,"(47.723796844, -122.29283905)",7,2015
693634,2015233074,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 11:42:00 AM,07/08/2015 11:42:00 AM,,12XX BLOCK OF 1 AV S,K,K2,9300.2030,-122.334197998,47.59135437,"(47.59135437, -122.334197998)",7,2015
693642,2015233648,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 07:20:00 PM,07/07/2015 04:00:00 PM,,15XX BLOCK OF NW 59 ST,B,B1,4700.3002,-122.377548218,47.671630859,"(47.671630859, -122.377548218)",7,2015
693648,2015236119,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 03:14:00 PM,07/10/2015 03:14:00 PM,,42XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.3008,-122.313186646,47.659053802,"(47.659053802, -122.313186646)",7,2015
693657,2015904458,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/09/2015 09:12:00 AM,07/08/2015 03:30:00 PM,07/08/2015 07:00:00 PM,6XX BLOCK OF STEWART ST,M,M2,7300.3027,-122.336585999,47.613956451,"(47.613956451, -122.336585999)",7,2015
693658,2015904464,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 01:41:00 PM,07/08/2015 09:00:00 PM,07/08/2015 09:00:00 PM,105XX BLOCK OF 5 AV NE,L,L2,1200.3003,-122.323188782,47.70557785,"(47.70557785, -122.323188782)",7,2015
693659,2015904475,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 10:15:00 AM,07/10/2015 06:00:00 AM,07/10/2015 08:30:00 AM,10XX BLOCK OF 6 AV S,K,K3,9300.2023,-122.325965881,47.593658447,"(47.593658447, -122.325965881)",7,2015
693671,2015236688,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 11:10:00 PM,07/10/2015 11:10:00 PM,07/10/2015 11:10:00 PM,15XX BLOCK OF 1 AV,M,M1,8100.3001,-122.34046936,47.60931778,"(47.60931778, -122.34046936)",7,2015
693672,2015235130,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 09:08:00 PM,07/07/2015 09:00:00 PM,07/08/2015 04:00:00 PM,53XX BLOCK OF 24 AV NE,U,U1,4302.2003,-122.30191803,47.667514801,"(47.667514801, -122.30191803)",7,2015
693678,2015234897,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 06:48:00 PM,07/09/2015 01:00:00 PM,07/09/2015 02:30:00 PM,19XX BLOCK OF PIKE PL,M,M1,8002.1008,-122.342819214,47.610019684,"(47.610019684, -122.342819214)",7,2015
693679,2015234659,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 03:41:00 PM,07/09/2015 01:45:00 PM,,10XX BLOCK OF 4 AV,K,K1,8100.2023,-122.333236694,47.606445313,"(47.606445313, -122.333236694)",7,2015
693682,2015234603,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 02:44:00 PM,07/09/2015 02:20:00 PM,,21 AV E / E THOMAS ST,C,C2,7600.2010,-122.304725647,47.621387482,"(47.621387482, -122.304725647)",7,2015
693686,2015234391,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 01:40:00 PM,07/09/2015 01:40:00 PM,,15XX BLOCK OF MELROSE AV,E,E3,8400.3003,-122.327919006,47.614578247,"(47.614578247, -122.327919006)",7,2015
693697,2015234495,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 12:56:00 PM,07/07/2015 05:00:00 PM,,5 AV S / S JACKSON ST,K,K3,9200.1012,-122.327667236,47.599193573,"(47.599193573, -122.327667236)",7,2015
693705,2015235091,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/09/2015 09:14:00 PM,07/09/2015 08:20:00 PM,,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.320915222,47.622558594,"(47.622558594, -122.320915222)",7,2015
693755,2015904453,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 07:13:00 AM,07/09/2015 03:00:00 AM,07/09/2015 06:00:00 AM,100XX BLOCK OF 21 AV NE,L,L2,1100.2018,-122.30581665,47.701652527,"(47.701652527, -122.30581665)",7,2015
693761,2015904461,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 11:31:00 AM,07/04/2015 03:00:00 PM,07/04/2015 11:20:00 PM,19XX BLOCK OF 5 AV S,O,O1,9300.3011,-122.327522278,47.582992554,"(47.582992554, -122.327522278)",7,2015
693767,2015904466,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 03:24:00 PM,07/01/2015 12:00:00 PM,07/01/2015 12:05:00 PM,70XX BLOCK OF 17 AV NW,J,J2,3000.4017,-122.378921509,47.680427551,"(47.680427551, -122.378921509)",7,2015
693771,2015904474,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 10:07:00 AM,07/09/2015 11:30:00 PM,07/10/2015 09:00:00 AM,5XX BLOCK OF N 60 ST,B,B2,3500.2035,-122.352149963,47.672454834,"(47.672454834, -122.352149963)",7,2015
693796,2015233124,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/08/2015 12:32:00 PM,07/08/2015 12:30:00 PM,,12XX BLOCK OF HOWELL ST,D,D3,7300.2016,-122.330131531,47.617172241,"(47.617172241, -122.330131531)",7,2015
693797,2015233163,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/08/2015 01:06:00 PM,07/08/2015 11:30:00 AM,07/08/2015 12:30:00 PM,38XX BLOCK OF WHITMAN AV N,B,B3,5400.4018,-122.345962524,47.653438568,"(47.653438568, -122.345962524)",7,2015
693805,2015234705,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/09/2015 03:55:00 PM,07/09/2015 02:30:00 PM,,72XX BLOCK OF E GREEN LAKE DR N,J,J3,4600.1000,-122.325965881,47.68050766,"(47.68050766, -122.325965881)",7,2015
693817,2015235009,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 08:15:00 PM,07/09/2015 08:15:00 PM,,23XX BLOCK OF LAKE WASHINGTON BV S,R,R2,9500.3006,-122.283706665,47.578872681,"(47.578872681, -122.283706665)",7,2015
693824,2015235173,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/09/2015 09:47:00 PM,07/09/2015 08:45:00 AM,07/09/2015 06:00:00 PM,18XX BLOCK OF 3 AV N,Q,Q2,6800.1023,-122.351974487,47.635284424,"(47.635284424, -122.351974487)",7,2015
693839,2015235393,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/10/2015 12:54:00 AM,07/10/2015 12:44:00 AM,07/10/2015 12:49:00 AM,22XX BLOCK OF 1 AV,D,D1,8001.2008,-122.345863342,47.612991333,"(47.612991333, -122.345863342)",7,2015
693842,2015233539,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/08/2015 08:06:00 PM,07/08/2015 12:00:00 PM,,3 AV / PINE ST,M,M2,8100.2008,-122.338699341,47.610744476,"(47.610744476, -122.338699341)",7,2015
693845,2015233310,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 02:54:00 PM,07/08/2015 02:46:00 PM,,63XX BLOCK OF PHINNEY AV N,B,B2,3500.2016,-122.354354858,47.674934387,"(47.674934387, -122.354354858)",7,2015
693868,2015230667,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 04:16:00 PM,07/03/2015 11:30:00 AM,07/03/2015 12:00:00 PM,21XX BLOCK OF N 55 ST,B,B3,4600.2008,-122.333312988,47.668682098,"(47.668682098, -122.333312988)",7,2015
693874,2015230286,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 11:20:00 AM,07/06/2015 11:05:00 AM,07/06/2015 11:20:00 AM,21XX BLOCK OF N NORTHGATE WY,N,N3,1200.5008,-122.33265686,47.708656311,"(47.708656311, -122.33265686)",7,2015
693915,2015231881,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 01:37:00 PM,07/07/2015 01:37:00 PM,,34XX BLOCK OF W GOVERNMENT WY,Q,Q1,5700.5008,-122.401580811,47.658893585,"(47.658893585, -122.401580811)",7,2015
693922,2015232229,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 05:52:00 PM,07/07/2015 03:30:00 PM,07/07/2015 03:40:00 PM,57XX BLOCK OF 22 AV NW,B,B1,4700.4005,-122.384742737,47.670547485,"(47.670547485, -122.384742737)",7,2015
693934,2015232061,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 04:05:00 PM,07/05/2015 11:00:00 PM,07/06/2015 02:30:00 PM,27XX BLOCK OF 44 AV SW,W,W1,9800.1025,-122.387969971,47.578166962,"(47.578166962, -122.387969971)",7,2015
693935,2015232225,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 06:43:00 PM,07/05/2015 11:00:00 PM,,52XX BLOCK OF BALLARD AV NW,B,B1,4700.4016,-122.382667542,47.665958405,"(47.665958405, -122.382667542)",7,2015
693941,2015230263,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/06/2015 11:05:00 AM,07/06/2015 11:05:00 AM,,4 AV S / S WASHINGTON ST,K,K3,9200.1004,-122.328964233,47.60087204,"(47.60087204, -122.328964233)",7,2015
693949,2015904388,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 06:23:00 PM,07/01/2015 06:05:00 PM,07/01/2015 07:00:00 PM,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.320770264,47.613517761,"(47.613517761, -122.320770264)",7,2015
693950,2015904387,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/06/2015 06:19:00 PM,07/04/2015 02:00:00 PM,07/04/2015 04:30:00 PM,16XX BLOCK OF 11 AV,E,E2,7500.5009,-122.31816864,47.615837097,"(47.615837097, -122.31816864)",7,2015
693953,2015904384,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 02:17:00 PM,07/05/2015 04:00:00 PM,07/05/2015 06:00:00 PM,74XX BLOCK OF SAND POINT WY NE,U,U3,4000.1028,-122.263679504,47.682525635,"(47.682525635, -122.263679504)",7,2015
693954,2015904383,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 12:54:00 PM,07/04/2015 12:00:00 AM,07/04/2015 01:00:00 AM,10XX BLOCK OF E PIKE ST,E,E2,7500.4017,-122.31879425,47.614089966,"(47.614089966, -122.31879425)",7,2015
693955,2015904382,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/06/2015 12:49:00 PM,07/04/2015 04:00:00 PM,07/05/2015 12:30:00 AM,1 AV NW / NW 35 ST,B,B2,4800.3053,-122.357666016,47.652126312,"(47.652126312, -122.357666016)",7,2015
693957,2015904379,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 10:38:00 AM,07/03/2015 10:30:00 AM,07/05/2015 10:30:00 AM,107XX BLOCK OF N PARK AV N,N,N3,402.2015,-122.348754883,47.707263947,"(47.707263947, -122.348754883)",7,2015
693966,2015230722,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 12:32:00 AM,07/06/2015 04:42:00 PM,,15XX BLOCK OF MELROSE AV,E,E3,8400.3003,-122.327919006,47.614578247,"(47.614578247, -122.327919006)",7,2015
694015,2015904417,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 06:37:00 PM,07/06/2015 08:00:00 PM,07/07/2015 05:00:00 PM,26XX BLOCK OF NW 85 ST,J,J1,1500.1020,-122.390602112,47.690574646,"(47.690574646, -122.390602112)",7,2015
694023,2015904433,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 02:51:00 PM,07/07/2015 09:00:00 PM,07/07/2015 10:00:00 PM,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,U,U3,4301.1012,-122.298408508,47.663322449,"(47.663322449, -122.298408508)",7,2015
694026,2015904437,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 05:24:00 PM,07/08/2015 10:30:00 AM,07/08/2015 04:00:00 PM,65XX BLOCK OF 7 AV NW,J,J2,3400.2011,-122.364517212,47.676879883,"(47.676879883, -122.364517212)",7,2015
694029,2015904443,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 08:19:00 PM,07/04/2015 11:00:00 PM,07/05/2015 02:00:00 AM,5XX BLOCK OF N 36 ST,B,B2,4900.2020,-122.352882385,47.651885986,"(47.651885986, -122.352882385)",7,2015
694031,2015904420,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 07:59:00 PM,07/07/2015 05:50:00 PM,07/07/2015 05:55:00 PM,22XX BLOCK OF WESTLAKE AV,D,D2,7300.3020,-122.338439941,47.618244171,"(47.618244171, -122.338439941)",7,2015
694032,2015904428,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/08/2015 08:33:00 AM,07/07/2015 06:30:00 PM,07/07/2015 08:30:00 PM,72XX BLOCK OF E GREEN LAKE DR N,J,J3,4600.1000,-122.325965881,47.68050766,"(47.68050766, -122.325965881)",7,2015
694072,2015231645,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 10:53:00 AM,07/02/2015 07:00:00 AM,07/04/2015 06:00:00 PM,12XX BLOCK OF AMGEN CT W,Q,Q1,5802.3064,-122.373428345,47.628807068,"(47.628807068, -122.373428345)",7,2015
694078,2015230826,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/06/2015 05:54:00 PM,07/06/2015 05:54:00 PM,,6XX BLOCK OF UNIVERSITY ST,M,M3,8200.1022,-122.33215332,47.609405518,"(47.609405518, -122.33215332)",7,2015
694079,2015230855,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/06/2015 09:44:00 PM,07/06/2015 03:00:00 PM,07/06/2015 06:10:00 PM,45XX BLOCK OF 9 AV NE,U,U2,5200.5009,-122.318405151,47.662212372,"(47.662212372, -122.318405151)",7,2015
694082,2015230325,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 03:24:00 PM,07/03/2015 11:15:00 PM,07/04/2015 09:00:00 AM,20XX BLOCK OF 4 AV,M,M2,7200.1067,-122.340682983,47.613445282,"(47.613445282, -122.340682983)",7,2015
694113,2015232510,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 10:20:00 PM,07/05/2015 09:00:00 AM,07/06/2015 03:00:00 PM,50XX BLOCK OF 8 AV NE,U,U1,4500.101,-122.319534302,47.666034698,"(47.666034698, -122.319534302)",7,2015
694117,2015232639,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 01:23:00 AM,07/08/2015 12:30:00 AM,07/08/2015 12:44:00 AM,LAKE WASHINGTON BV / E JAMES ST,G,G2,7800.2014,-122.283485413,47.606830597,"(47.606830597, -122.283485413)",7,2015
694122,2015232798,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 06:53:00 AM,07/01/2015 12:30:00 PM,07/01/2015 03:30:00 PM,21XX BLOCK OF 6 AV,D,D2,7200.1052,-122.340263367,47.615543365,"(47.615543365, -122.340263367)",7,2015
694127,2015233427,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/08/2015 04:17:00 PM,05/15/2015 12:00:00 AM,07/03/2015 12:00:00 AM,12XX BLOCK OF E MADISON ST,E,E2,7500.4008,-122.316123962,47.613121033,"(47.613121033, -122.316123962)",7,2015
694130,2015233304,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 05:30:00 PM,07/08/2015 02:46:00 PM,,4XX BLOCK OF NE 45 ST,B,B3,5200.4012,-122.323493958,47.661334991,"(47.661334991, -122.323493958)",7,2015
694132,2015233316,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/08/2015 03:00:00 PM,07/08/2015 03:00:00 PM,,30XX BLOCK OF 16 AV W,Q,Q1,5802.2003,-122.377494812,47.647945404,"(47.647945404, -122.377494812)",7,2015
694138,2015230727,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 04:44:00 PM,07/06/2015 04:44:00 PM,,13XX BLOCK OF 2 AV,M,M1,8100.1000,-122.337539673,47.607795715,"(47.607795715, -122.337539673)",7,2015
694147,2015230692,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/06/2015 04:24:00 PM,07/06/2015 07:00:00 AM,07/06/2015 01:00:00 PM,59XX BLOCK OF 32 AV SW,W,W2,10702.1010,-122.373672485,47.549217224,"(47.549217224, -122.373672485)",7,2015
694150,2015231483,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 08:39:00 AM,07/06/2015 09:00:00 AM,07/06/2015 05:30:00 PM,12XX BLOCK OF 5 AV,M,M3,8200.1032,-122.333427429,47.608337402,"(47.608337402, -122.333427429)",7,2015
694151,2015231487,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 08:24:00 AM,07/07/2015 08:24:00 AM,,1XX BLOCK OF UNION ST,M,M1,8100.3003,-122.338546753,47.608058929,"(47.608058929, -122.338546753)",7,2015
694152,2015231739,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 12:41:00 PM,01/26/2009 08:00:00 AM,,14XX BLOCK OF N 41 ST,B,B3,5000.2014,-122.340270996,47.656837463,"(47.656837463, -122.340270996)",7,2015
694163,2015231693,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 03:34:00 PM,07/05/2015 02:00:00 PM,07/07/2015 10:00:00 AM,67XX BLOCK OF E GREEN LAKE WY N,J,J3,3600.4014,-122.328834534,47.678333282,"(47.678333282, -122.328834534)",7,2015
694173,2015232089,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 05:09:00 PM,07/04/2015 03:00:00 PM,07/04/2015 08:00:00 PM,38XX BLOCK OF ASHWORTH AV N,B,B3,5400.1011,-122.340202332,47.653400421,"(47.653400421, -122.340202332)",7,2015
694174,2015232424,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/07/2015 08:50:00 PM,07/07/2015 06:15:00 PM,07/07/2015 08:30:00 PM,17XX BLOCK OF BROADWAY,E,E2,8400.1000,-122.320823669,47.616989136,"(47.616989136, -122.320823669)",7,2015
694193,2015904406,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 11:02:00 AM,07/06/2015 12:00:00 PM,07/06/2015 04:00:00 PM,36XX BLOCK OF 39 AV W,Q,Q1,5600.1000,-122.406806946,47.653179169,"(47.653179169, -122.406806946)",7,2015
694206,2015231444,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/07/2015 06:07:00 AM,07/06/2015 05:00:00 PM,07/07/2015 06:00:00 AM,22 AV SW / SW HENDERSON ST,F,F2,11402.1004,-122.361846924,47.522857666,"(47.522857666, -122.361846924)",7,2015
694254,2015227003,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/04/2015 05:10:00 AM,07/03/2015 11:00:00 PM,07/04/2015 05:10:00 AM,42XX BLOCK OF S FINDLAY ST,R,R3,10300.2005,-122.279426575,47.551933289,"(47.551933289, -122.279426575)",7,2015
694255,2015227061,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/04/2015 07:33:00 AM,07/04/2015 01:00:00 AM,07/04/2015 06:30:00 AM,BOREN AV / PIKE ST,E,E3,8300.2014,-122.328910828,47.613464355,"(47.613464355, -122.328910828)",7,2015
694256,2015227081,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/04/2015 07:46:00 AM,07/04/2015 04:00:00 AM,07/04/2015 07:46:00 AM,26XX BLOCK OF ALKI AV SW,W,W1,9701.1004,-122.407524109,47.58026886,"(47.58026886, -122.407524109)",7,2015
694257,2015227159,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/04/2015 09:35:00 AM,07/04/2015 09:34:00 AM,,5XX BLOCK OF S JACKSON ST,K,K3,9200.1012,-122.327011108,47.599193573,"(47.599193573, -122.327011108)",7,2015
694261,2015904342,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/04/2015 09:56:00 AM,07/03/2015 04:00:00 PM,07/03/2015 04:00:00 PM,PIKE ST / 3 AV,M,M3,8100.2013,-122.337791443,47.60974884,"(47.60974884, -122.337791443)",7,2015
